id_linea,id_venta,id_producto,nombre_producto_texto,cantidad,precio_unitario,monto_bruto,descuento,costo_unitario
1314,1933,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
1315,1934,108,Aderezo Cilantro-Limon,2,3000,6000,600.0,1380
1316,1935,101,Salsa Picante Habanero Lucho,2,3000,6000,600.0,
1317,1936,105,Salsa BBQ Tamarindo,2,3000,6000,0.0,1480
1318,1937,102,Chilero Criollo Lucho,6,3000,18000,1800.0,1100
1319,1938,103,Salsa de Ajo Lucho,4,3000,12000,1200.0,1250
1320,1938,102,Chilero Criollo Lucho,3,3000,9000,900.0,1100
1321,1939,101,Salsa Picante Habanero Lucho,4,3000,12000,1200.0,1150
1322,1939,103,Salsa de Ajo Lucho,3,3000,9000,900.0,1250
1323,1940,102,Chilero Criollo Lucho,2,3000,6000,600.0,1100
1324,1940,101,Salsa Picante Habanero Lucho,8,3000,24000,2400.0,1150
1325,1941,109,Salsa Inferno Carolina Reaper,2,3150,6300,630.0,1650
1326,1941,102,Chilero Criollo Lucho,4,3000,12000,1200.0,1100
1327,1942,106,Salsa Chipotle Dulce,2,2850,5700,0.0,1420
1328,1942,103,Salsa de Ajo Lucho,8,3000,24000,0.0,1250
1329,1943,102,Chilero Criollo Lucho,4,3150,12600,1260.0,1100
1330,1943,101,Salsa Picante Habanero Lucho,2,3000,6000,600.0,1150
1331,1944,103,Salsa de Ajo Lucho,3,3000,9000,0.0,1250
1332,1944,101,Salsa Picante Habanero Lucho,4,3150,12600,0.0,1150
1333,1945,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
1334,1945,102,Chilero Criollo Lucho,3,3000,9000,900.0,1100
1335,1946,102,Chilero Criollo Lucho,3,3000,9000,900.0,1100
1336,1947,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
1337,1947,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
1338,1948,103,salsa de ajo lucho,6,3000,18000,0.0,1250
1339,1949,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
1340,1949,103,salsa de ajo lucho,3,3000,9000,0.0,1250
1341,1950,101,Salsa Picante Habanero Lucho,2,3000,6000,0.0,1150
1342,1950,103,Salsa de Ajo Lucho,4,3000,12000,0.0,
1343,1951,103,Salsa de Ajo Lucho,2,3150,6300,630.0,1250
1344,1951,102,Chilero Criollo Lucho,2,3000,6000,600.0,1100
1345,1952,102,Chilero Criollo Lucho,2,3150,6300,0.0,1100
1346,1953,104,Salsa Mango-Habanero,8,3000,24000,2400.0,1500
1347,1953,103,Salsa de Ajo Lucho,8,3000,24000,2400.0,1250
1348,1954,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
1349,1955,101,Salsa Picante Habanero Lucho,6,2850,17100,1710.0,1150
1350,1956,101,salsa picante habanero lucho ,2,3000,6000,0.0,1150
1351,1956,102,Chilero Criollo Lucho,2,3000,6000,0.0,1100
1352,1957,103,Salsa de Ajo Lucho,2,3000,6000,600.0,1250
1353,1957,102,Chilero Criollo Lucho,3,3000,9000,900.0,1100
1354,1958,108,Aderezo Cilantro-Limon,4,3000,12000,1200.0,1380
1355,1958,102,Chilero Criollo Lucho,3,3000,9000,900.0,1100
1356,1959,102,Chilero Criollo Lucho,2,3000,6000,600.0,1100
1357,1959,101,Salsa Picante Habanero Lucho,8,3000,24000,2400.0,1150
1358,1960,102,Chilero Criollo Lucho,3,3000,9000,900.0,1100
1359,1960,101,Salsa Picante Habanero Lucho,6,3000,18000,1800.0,1150
1360,1961,102,chilero criollo lucho,2,3000,6000,600.0,1100
1361,1961,104,Salsa Mango-Habanero,2,3000,6000,600.0,1500
1362,1962,101,Salsa Picante Habanero Lucho,2,3000,6000,0.0,1150
1363,1962,102,Chilero Criollo Lucho,6,3000,18000,0.0,1100
1364,1963,103,Salsa de Ajo Lucho,2,3150,6300,0.0,1250
1365,1964,108,Aderezo Cilantro-Limon,4,3000,12000,0.0,1380
1366,1965,101,Salsa Picante Habanero Lucho,2,3000,6000,600.0,1150
1367,1966,102,Chilero Criollo Lucho,6,3000,18000,1800.0,1100
1368,1966,103,Salsa de Ajo Lucho,4,3000,12000,1200.0,1250
1369,1967,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
1370,1968,106,Salsa Chipotle Dulce,4,3000,12000,1200.0,1420
1371,1968,102,Chilero Criollo Lucho,3,3000,9000,900.0,1100
1372,1968,103,Salsa de Ajo Lucho,4,3000,12000,1200.0,1250
1373,1969,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
1374,1969,102,Chilero Criollo Lucho,2,3000,6000,0.0,1100
1375,1970,102,Chilero Criollo Lucho,3,3150,9450,0.0,1100
1376,1970,101,Salsa Picante Habanero Lucho,2,3000,6000,0.0,1150
1377,1971,110,Salsa Curry Tropical,4,3000,12000,1200.0,1550
1378,1972,110,Salsa Curry Tropical,2,3000,6000,600.0,1550
1379,1972,101,salsa picante habanero lucho ,2,3000,6000,600.0,1150
1380,1973,103,Salsa de Ajo Lucho,3,3000,9000,900.0,1250
1381,1973,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
1382,1973,102,Chilero Criollo Lucho,6,3000,18000,1800.0,1100
1383,1974,103,salsa de ajo lucho,2,3000,6000,0.0,1250
1384,1974,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
1385,1975,102,Chilero Criollo  Lucho,3,3000,9000,900.0,1100
1386,1975,101,Salsa Picante Habanero Lucho,6,3000,18000,1800.0,1150
1387,1976,101,Salsa Picante Habanero Lucho,2,3000,6000,600.0,1150
1388,1977,101,Salsa Picante Habanero Lucho,4,3000,12000,1200.0,1150
1389,1978,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
1390,1979,106,Salsa Chipotle Dulce,3,3000,9000,900.0,1420
1391,1980,109,Salsa Inferno Carolina Reaper,3,3000,9000,0.0,1650
1392,1980,103,Salsa de Ajo Lucho,2,3000,6000,0.0,1250
1393,1981,106,Salsa Chipotle Dulce,3,3000,9000,0.0,1420
1394,1982,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
1395,1982,104,Salsa Mango-Habanero,6,3000,18000,0.0,1500
1396,1983,103,Salsa de Ajo Lucho,4,3000,12000,0.0,1250
1397,1984,103,Salsa de Ajo Lucho,4,3000,12000,1200.0,1250
1398,1985,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
1399,1985,101,SALSA PICANTE HABANERO LUCHO,2,3000,6000,0.0,1150
1400,1986,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
1401,1986,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
1402,1987,101,Salsa Picante Habanero Lucho,6,3000,18000,0.0,1150
1403,1987,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
1404,1988,103,Salsa de Ajo Lucho,3,3000,9000,0.0,1250
1405,1988,101,Salsa Picante Habanero Lucho,2,3000,6000,0.0,1150
1406,1989,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
1407,1989,102,Chilero Criollo Lucho,6,3000,18000,1800.0,1100
1408,1990,101,Salsa Picante Habanero Lucho,4,3000,12000,1200.0,1150
1409,1991,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
1410,1992,102,chilero criollo lucho,6,3000,18000,1800.0,1100
1411,1993,101,Salsa Picante Habanero Lucho,6,3000,18000,0.0,1150
1412,1994,103,Salsa de Ajo Lucho,6,3000,18000,1800.0,1250
1413,1995,102,Chilero Criollo Lucho,8,3150,25200,0.0,1100
1414,1996,108,Aderezo Cilantro-Limon,3,3000,9000,0.0,1380
1415,1996,102,Chilero Criollo Lucho,6,3000,18000,0.0,1100
1416,1997,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
1417,1998,103,Salsa de Ajo Lucho,4,3000,12000,0.0,1250
1418,1999,102,Chilero Criollo Lucho,2,3000,6000,0.0,1100
1419,2000,101,Salsa Picante Habanero Lucho,4,3000,12000,1200.0,1150
1420,2001,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
1421,2002,101,SALSA PICANTE HABANERO LUCHO,3,2850,8550,855.0,1150
1422,2002,105,Salsa BBQ Tamarindo,8,3000,24000,2400.0,1480
1423,2003,101,Salsa Picante Habanero Lucho,2,3000,6000,0.0,1150
1424,2004,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
1425,2005,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
1426,2005,103,salsa de ajo lucho,2,3000,6000,0.0,1250
1427,2006,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
1428,2007,101,Salsa Picante Habanero Lucho,4,3000,12000,1200.0,1150
1429,2008,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
1430,2009,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
1431,2010,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
1432,2010,110,Salsa Curry Tropical,2,3000,6000,0.0,1550
1433,2010,105,Salsa BBQ Tamarindo,3,3000,9000,0.0,1480
1434,2011,103,Salsa de Ajo Lucho,8,3000,24000,2400.0,1250
1435,2012,110,Salsa Curry Tropical,4,3000,12000,0.0,1550
1436,2012,103,salsa de ajo lucho,3,3150,9450,0.0,1250
1437,2012,108,Aderezo Cilantro-Limon,6,3000,18000,0.0,1380
1438,2013,102,Chilero Criollo Lucho,8,3000,24000,0.0,1100
1439,2013,103,SALSA DE AJO LUCHO,3,2850,8550,0.0,1250
1440,2013,101,Salsa Picante Habanero Lucho,6,2850,17100,0.0,1150
1441,2014,101,salsa picante habanero lucho ,6,3000,18000,0.0,1150
1442,2014,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
1443,2015,102,chilero criollo lucho,3,3000,9000,0.0,
1444,2016,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
1445,2017,102,Chilero Criollo Lucho,2,3000,6000,600.0,1100
1446,2018,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
1447,2018,103,Salsa de Ajo Lucho,4,3000,12000,0.0,1250
1448,2019,109,Salsa Inferno Carolina Reaper,6,3000,18000,0.0,1650
1449,2019,110,Salsa Curry Tropical,2,3000,6000,0.0,1550
1450,2020,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
1451,2021,103,Salsa de Ajo Lucho,2,3000,6000,0.0,1250
1452,2021,110,Salsa Curry Tropical,3,3150,9450,0.0,1550
1453,2022,107,Salsa Verde Jalapeno,4,3000,12000,1200.0,1350
1454,2022,102,Chilero Criollo Lucho,6,3000,18000,1800.0,1100
1455,2022,109,Salsa Inferno Carolina Reaper,6,3000,18000,1800.0,1650
1456,2023,103,Salsa de Ajo Lucho,3,3000,9000,0.0,1250
1457,2024,103,Salsa de Ajo Lucho,8,3150,25200,0.0,1250
1458,2024,101,Salsa Picante Habanero Lucho,6,3150,18900,0.0,1150
1459,2025,101,Salsa Picante Habanero Lucho,2,3000,6000,0.0,1150
1460,2025,109,Salsa Inferno Carolina Reaper,6,3000,18000,0.0,1650
1461,2026,103,Salsa de Ajo Lucho,8,3000,24000,0.0,1250
1462,2027,101,SALSA PICANTE HABANERO LUCHO,2,3000,6000,600.0,1150
1463,2028,103,Salsa de Ajo Lucho,2,3000,6000,0.0,1250
1464,2028,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
1465,2029,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
1466,2030,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
1467,2031,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
1468,2032,110,Salsa Curry Tropical,6,3000,18000,1800.0,1550
1469,2033,101,Salsa Picante Habanero Lucho,4,3000,12000,1200.0,1150
1470,2034,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
1471,2035,103,Salsa de Ajo Lucho,4,3000,12000,0.0,1250
1472,2035,108,Aderezo Cilantro-Limon,3,3000,9000,0.0,1380
1473,2036,102,Chilero Criollo Lucho,2,3000,6000,600.0,1100
1474,2037,109,Salsa Inferno Carolina Reaper,3,3000,9000,0.0,1650
1475,2037,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
1476,2038,102,chilero criollo lucho,4,2850,11400,1140.0,1100
1477,2038,101,Salsa Picante Habanero Lucho,4,3000,12000,1200.0,1150
1478,2039,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
1479,2040,101,Salsa Picante Habanero Lucho,4,3000,12000,1200.0,1150
1480,2041,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
1481,2042,101,SALSA PICANTE HABANERO LUCHO,4,3000,12000,0.0,1150
1482,2043,103,Salsa de Ajo Lucho,3,3000,9000,720.0,1250
1483,2044,102,Chilero Criollo Lucho,4,3000,12000,1200.0,1100
1484,2045,103,Salsa de Ajo Lucho,6,3000,18000,1440.0,1250
1485,2045,102,Chilero Criollo Lucho,6,3000,18000,1440.0,1100
1486,2046,102,Chilero Criollo Lucho,8,3000,24000,0.0,1100
1487,2047,103,Salsa de Ajo Lucho,2,3000,6000,600.0,1250
1488,2047,101,Salsa Picante Habanero Lucho,4,3000,12000,1200.0,1150
1489,2048,103,salsa de ajo lucho,4,3000,12000,1200.0,1250
1490,2049,103,Salsa de Ajo Lucho,2,3000,6000,600.0,1250
1491,2050,103,SALSA DE AJO LUCHO,4,3000,12000,0.0,
1492,2051,101,Salsa Picante Habanero Lucho,6,3000,18000,1800.0,1150
1493,2052,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
1494,2053,101,Salsa Picante Habanero Lucho,6,3000,18000,0.0,1150
1495,2054,101,SALSA PICANTE HABANERO LUCHO,3,3000,9000,720.0,1150
1496,2055,102,Chilero Criollo Lucho,4,3000,12000,1200.0,1100
1497,2056,103,Salsa de Ajo Lucho,3,3000,9000,900.0,
1498,2057,103,Salsa de Ajo Lucho,4,3000,12000,1200.0,1250
1499,2058,101,Salsa Picante Habanero Lucho,2,3000,6000,480.0,1150
1500,2059,101,Salsa Picante Habanero Lucho,6,3000,18000,1800.0,1150
1501,2060,103,Salsa de Ajo Lucho,2,3000,6000,0.0,1250
1502,2061,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
1503,2062,101,Salsa Picante Habanero Lucho,6,3000,18000,1800.0,1150
1504,2062,103,SALSA DE AJO LUCHO,3,3000,9000,900.0,1250
1505,2063,101,Salsa Picante Habanero Lucho,8,3000,24000,2400.0,1150
1506,2063,106,Salsa Chipotle Dulce,2,3000,6000,600.0,1420
1507,2064,101,salsa picante habanero lucho ,2,3000,6000,0.0,1150
1508,2065,101,SALSA PICANTE HABANERO LUCHO,4,3000,12000,0.0,1150
1509,2066,103,salsa de ajo lucho,3,3000,9000,900.0,1250
1510,2067,109,Salsa Inferno Carolina Reaper,3,3000,9000,720.0,1650
1511,2068,105,Salsa BBQ Tamarindo,6,3000,18000,1800.0,1480
1512,2069,109,Salsa Inferno Carolina Reaper,6,3000,18000,0.0,1650
1513,2070,103,Salsa de Ajo Lucho,2,3000,6000,480.0,1250
1514,2071,109,Salsa Inferno Carolina Reaper,6,3000,18000,0.0,1650
1515,2071,106,Salsa Chipotle Dulce,6,3000,18000,0.0,1420
1516,2072,103,Salsa de Ajo Lucho,4,3000,12000,0.0,
1517,2072,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
1518,2073,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
1519,2074,108,Aderezo Cilantro-Limon,2,3000,6000,480.0,1380
1520,2075,103,Salsa de Ajo Lucho,4,3000,12000,1200.0,1250
1521,2075,101,Salsa Picante Habanero Lucho,6,3000,18000,1800.0,1150
1522,2075,102,Chilero Criollo Lucho,6,3000,18000,1800.0,1100
1523,2076,101,Salsa Picante Habanero Lucho,2,3000,6000,600.0,1150
1524,2077,103,Salsa de Ajo Lucho,2,3000,6000,0.0,1250
1525,2077,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
1526,2078,102,Chilero Criollo Lucho,4,2850,11400,1140.0,1100
1527,2079,102,Chilero Criollo Lucho,2,3000,6000,0.0,1100
1528,2080,103,Salsa de Ajo Lucho,4,3000,12000,0.0,1250
1529,2081,103,Salsa de Ajo Lucho,8,3000,24000,0.0,1250
1530,2081,102,chilero criollo lucho,6,3000,18000,0.0,1100
1531,2082,109,Salsa Inferno Carolina Reaper,3,3000,9000,0.0,1650
1532,2082,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
1533,2083,110,Salsa Curry Tropical,4,3000,12000,1200.0,1550
1534,2083,102,Chilero Criollo Lucho,2,3000,6000,600.0,1100
1535,2084,102,Chilero Criollo Lucho,3,3000,9000,720.0,1100
1536,2084,101,Salsa Picante Habanero Lucho,8,3000,24000,1920.0,1150
1537,2085,101,Salsa Picante Habanero Lucho,6,3000,18000,0.0,1150
1538,2086,102,Chilero Criollo Lucho,3,3000,9000,720.0,1100
1539,2086,103,Salsa de Ajo Lucho,8,3000,24000,1920.0,1250
1540,2087,103,Salsa de Ajo Lucho,3,3000,9000,0.0,1250
1541,2087,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,
1542,2087,102,Chilero Criollo Lucho,3,3000,9000,0.0,1100
1543,2088,103,salsa de ajo lucho,6,3000,18000,1800.0,1250
1544,2089,102,Chilero Criollo Lucho,4,3000,12000,960.0,1100
1545,2090,103,SALSA DE AJO LUCHO,3,3000,9000,900.0,1250
1546,2091,102,Chilero Criollo Lucho,4,3000,12000,1200.0,1100
1547,2091,108,Aderezo Cilantro-Limon,6,3000,18000,1800.0,1380
1548,2092,101,Salsa Picante Habanero Lucho,2,3150,6300,0.0,1150
1549,2093,108,Aderezo Cilantro-Limon,3,3000,9000,900.0,1380
1550,2093,103,Salsa de Ajo Lucho,2,2850,5700,570.0,1250
1551,2093,102,Chilero Criollo Lucho,8,3000,24000,2400.0,1100
1552,2094,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
1553,2095,101,Salsa Picante Habanero Lucho,8,3000,24000,2400.0,1150
1554,2096,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
1555,2097,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
1556,2098,102,Chilero Criollo Lucho,4,3000,12000,1200.0,1100
1557,2098,103,Salsa de Ajo Lucho,4,3000,12000,1200.0,1250
1558,2099,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
1559,2100,110,Salsa Curry Tropical,3,3000,9000,900.0,1550
1560,2100,103,Salsa de Ajo Lucho,3,3000,9000,900.0,
1561,2101,101,Salsa Picante Habanero Lucho,4,3150,12600,1008.0,1150
1562,2102,101,salsa picante habanero lucho ,4,3000,12000,0.0,1150
1563,2103,103,Salsa de Ajo Lucho,3,3000,9000,0.0,1250
1564,2104,103,salsa de ajo lucho,4,3000,12000,1200.0,1250
1565,2104,102,Chilero Criollo Lucho,8,3000,24000,2400.0,1100
1566,2105,102,Chilero Criollo  Lucho,8,3000,24000,2400.0,1100
1567,2105,103,salsa de ajo lucho,2,3000,6000,600.0,1250
1568,2106,109,Salsa Inferno Carolina Reaper,2,3000,6000,480.0,1650
1569,2106,103,Salsa de Ajo Lucho,8,3000,24000,1920.0,1250
1570,2107,101,salsa picante habanero lucho ,8,3000,24000,1920.0,1150
1571,2108,105,Salsa BBQ Tamarindo,4,3000,12000,0.0,1480
1572,2108,104,Salsa Mango-Habanero,6,3000,18000,0.0,
1573,2109,103,Salsa de Ajo Lucho,3,3000,9000,900.0,1250
1574,2110,103,salsa de ajo lucho,4,3000,12000,1200.0,1250
1575,2111,104,Salsa Mango-Habanero,3,3000,9000,900.0,1500
1576,2111,109,Salsa Inferno Carolina Reaper,8,3000,24000,2400.0,1650
1577,2112,102,Chilero Criollo Lucho,6,3000,18000,0.0,1100
1578,2113,102,Chilero Criollo Lucho,3,3000,9000,0.0,
1579,2113,108,Aderezo Cilantro-Limon,4,3000,12000,0.0,1380
1580,2114,101,SALSA PICANTE HABANERO LUCHO,3,3000,9000,900.0,1150
1581,2115,103,Salsa de Ajo Lucho,4,3000,12000,1200.0,1250
1582,2116,101,Salsa Picante Habanero Lucho,4,3000,12000,0.0,1150
1583,2117,102,Chilero Criollo Lucho,3,3000,9000,900.0,1100
1584,2117,101,SALSA PICANTE HABANERO LUCHO,4,3000,12000,1200.0,1150
1585,2118,102,Chilero Criollo Lucho,6,3000,18000,0.0,1100
1586,2118,103,Salsa de Ajo Lucho,2,3000,6000,0.0,1250
1587,2119,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
1588,2120,103,Salsa de Ajo Lucho,4,3000,12000,1200.0,1250
1589,2121,101,Salsa Picante Habanero Lucho,4,3000,12000,1200.0,1150
1590,2122,101,Salsa Picante Habanero Lucho,3,2850,8550,684.0,1150
1591,2123,102,chilero criollo lucho,4,3000,12000,1200.0,1100
1592,2124,103,Salsa de Ajo Lucho,2,3000,6000,0.0,1250
1593,2124,109,Salsa Inferno Carolina Reaper,4,3000,12000,0.0,1650
1594,2125,110,Salsa Curry Tropical,4,3000,12000,1200.0,1550
1595,2125,106,Salsa Chipotle Dulce,3,3000,9000,900.0,1420
1596,2126,101,Salsa Picante Habanero Lucho,4,2850,11400,1140.0,1150
1597,2126,104,Salsa Mango-Habanero,4,3000,12000,1200.0,1500
1598,2127,101,SALSA PICANTE HABANERO LUCHO,4,3000,12000,0.0,1150
1599,2128,101,salsa picante habanero lucho ,2,3000,6000,0.0,1150
1600,2129,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
1601,2129,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
1602,2130,101,Salsa Picante Habanero Lucho,2,3000,6000,0.0,1150
1603,2130,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
1604,2130,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
1605,2131,105,Salsa BBQ Tamarindo,3,3000,9000,720.0,1480
1606,2131,102,Chilero Criollo Lucho,3,3000,9000,720.0,1100
1607,2132,102,Chilero Criollo Lucho,6,3000,18000,1800.0,1100
1608,2133,102,Chilero Criollo  Lucho,2,3000,6000,480.0,1100
1609,2133,101,Salsa Picante Habanero Lucho,4,3000,12000,960.0,1150
1610,2134,103,Salsa de Ajo Lucho,8,3000,24000,2400.0,1250
1611,2135,101,Salsa Picante Habanero Lucho,6,3000,18000,1800.0,1150
1612,2136,103,SALSA DE AJO LUCHO,3,3000,9000,0.0,1250
1613,2136,101,salsa picante habanero lucho ,4,3000,12000,0.0,1150
1614,2137,102,Chilero Criollo Lucho,6,2850,17100,1710.0,1100
1615,2138,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
1616,2139,102,Chilero Criollo  Lucho,4,3000,12000,1200.0,1100
1617,2139,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
1618,2140,101,Salsa Picante Habanero Lucho,3,2850,8550,0.0,1150
1619,2141,101,SALSA PICANTE HABANERO LUCHO,8,3000,24000,0.0,1150
1620,2142,103,Salsa de Ajo Lucho,4,3000,12000,1200.0,1250
1621,2143,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,
1622,2144,109,Salsa Inferno Carolina Reaper,0,3000,12000,0.0,1650
1623,2145,102,chilero criollo lucho,6,3000,18000,0.0,1100
1624,2145,103,Salsa de Ajo Lucho,3,3000,9000,0.0,1250
1625,2146,105,Salsa BBQ Tamarindo,6,3000,18000,1800.0,1480
1626,2146,101,salsa picante habanero lucho ,8,3000,24000,2400.0,1150
1627,2146,107,Salsa Verde Jalapeno,3,3000,9000,900.0,1350
1628,2147,102,Chilero Criollo Lucho,2,3000,6000,600.0,1100
1629,2147,103,Salsa de Ajo Lucho,4,3000,12000,1200.0,
1630,2148,101,Salsa Picante Habanero Lucho,4,3000,12000,960.0,1150
1631,2149,102,Chilero Criollo Lucho,4,3000,12000,1200.0,1100
1632,2150,101,Salsa Picante Habanero Lucho,3,2850,8550,684.0,1150
1633,2151,103,Salsa de Ajo Lucho,2,3000,6000,600.0,1250
1634,2152,102,Chilero Criollo Lucho,6,3000,18000,0.0,1100
1635,2153,103,Salsa de Ajo Lucho,3,3000,9000,900.0,1250
1636,2154,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
1637,2155,102,Chilero Criollo Lucho,4,3000,12000,1200.0,1100
1638,2155,101,SALSA PICANTE HABANERO LUCHO,4,3000,12000,1200.0,1150
1639,2156,101,Salsa Picante Habanero Lucho,4,3150,12600,1260.0,1150
1640,2156,102,Chilero Criollo Lucho,6,3000,18000,1800.0,1100
1641,2157,102,Chilero Criollo  Lucho,4,3000,12000,1200.0,1100
1642,2158,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
1643,2158,103,salsa de ajo lucho,4,3000,12000,0.0,1250
1644,2159,103,salsa de ajo lucho,8,3000,24000,1920.0,1250
1645,2159,102,Chilero Criollo Lucho,4,3000,12000,960.0,1100
1646,2160,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
1647,2161,101,Salsa Picante Habanero Lucho,4,3000,12000,1200.0,
1648,2162,103,Salsa de Ajo Lucho,8,3000,24000,2400.0,1250
1649,2162,101,Salsa Picante Habanero Lucho,3,3000,9000,900.0,1150
1650,2163,107,Salsa Verde Jalapeno,8,3000,24000,2400.0,1350
1651,2163,103,salsa de ajo lucho,3,3000,9000,900.0,1250
1652,2164,103,SALSA DE AJO LUCHO,8,3000,24000,0.0,1250
1653,2164,107,Salsa Verde Jalapeno,6,3000,18000,0.0,1350
1654,2165,102,Chilero Criollo Lucho,2,3000,6000,0.0,1100
1655,2165,101,salsa picante habanero lucho ,4,3000,12000,0.0,1150
1656,2166,103,Salsa de Ajo Lucho,4,3000,12000,0.0,1250
1657,2166,102,Chilero Criollo Lucho,6,3000,18000,0.0,1100
1658,2167,101,salsa picante habanero lucho ,2,3000,6000,600.0,1150
1659,2167,106,Salsa Chipotle Dulce,2,3000,6000,600.0,1420
1660,2168,102,Chilero Criollo  Lucho,6,3000,18000,1440.0,1100
1661,2169,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
1662,2170,110,Salsa Curry Tropical,3,3000,9000,720.0,1550
1663,2171,101,SALSA PICANTE HABANERO LUCHO,4,3000,12000,0.0,1150
1664,2171,102,Chilero Criollo Lucho,4,3000,12000,0.0,1100
1665,2172,101,Salsa Picante Habanero Lucho,6,3000,18000,1440.0,1150
1666,2173,101,SALSA PICANTE HABANERO LUCHO,3,3000,9000,0.0,1150
1667,2173,103,Salsa de Ajo Lucho,6,3000,18000,0.0,1250
1668,2174,106,Salsa Chipotle Dulce,3,3000,9000,900.0,1420
1669,2175,101,Salsa Picante Habanero Lucho,6,3000,18000,0.0,1150
1670,2175,102,Chilero Criollo Lucho,6,3000,18000,0.0,1100
1671,2176,108,Aderezo Cilantro-Limon,4,3000,12000,0.0,1380
1672,2177,102,Chilero Criollo Lucho,8,3000,24000,2400.0,1100
1673,2178,103,Salsa de Ajo Lucho,6,3000,18000,1800.0,1250
1674,2179,109,Salsa Inferno Carolina Reaper,6,3150,18900,0.0,1650
1675,2179,101,Salsa Picante Habanero Lucho,2,3000,6000,0.0,1150
1676,2180,103,salsa de ajo lucho,2,3000,6000,600.0,1250
1677,2181,101,Salsa Picante Habanero Lucho,4,3000,12000,960.0,1150
1678,2182,101,SALSA PICANTE HABANERO LUCHO,2,3000,6000,600.0,1150
1679,2182,106,Salsa Chipotle Dulce,8,3150,25200,2520.0,1420
1680,2182,103,Salsa de Ajo Lucho,3,3000,9000,900.0,1250
1681,2183,101,Salsa Picante Habanero Lucho,3,3000,9000,0.0,1150
1682,2184,101,SALSA PICANTE HABANERO LUCHO,4,3000,12000,1200.0,1150
1683,2185,103,Salsa de Ajo Lucho,4,3000,12000,1200.0,1250
